using devide cuda
탄천_Day20211022_08468.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_05879.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17397.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_14279.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08451.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09664.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08535.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_03199.jpg AutoLabeling new: Zebra_Cross
을지대_Night20211031_02366.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17375.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08594.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_04433.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_03278.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08549.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09622.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_01302.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211123_13096.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_07192.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211026_20845.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_05880.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09635.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_00186.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_19963.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_17696.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_00135.jpg AutoLabeling new: Zebra_Cross
을지대_Night20211031_01886.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_03082.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08489.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_04445.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17441.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_00387.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01380.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08543.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09658.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_00384.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_01770.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17378.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_12129.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_03204.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_01264.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08034.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_04416.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_03917.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_07182.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_08452.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_00893.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_00136.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13593.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13597.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08439.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_00420.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_00420.jpg AutoLabeling new: G_Signal
탄천_Day20211025_09131.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15275.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_03968.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_03219.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15000.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_12146.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15253.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15253.jpg AutoLabeling new: R_Signal
을지대_Day20211124_15148.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09616.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17390.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09651.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17415.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08482.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_03650.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_00446.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_14274.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08517.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_03065.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17400.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_03939.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13612.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01114.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_03935.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_02320.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15158.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_00128.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_18586.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08845.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_08477.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_03220.jpg AutoLabeling new: Zebra_Cross
분당중앙공원_Day20211015_03503.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15266.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_03860.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13616.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_15005.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_00381.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13580.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01395.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_19885.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_04998.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15577.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_17666.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13004.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_00383.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_06939.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_04700.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_07253.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09587.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_00392.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15308.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_00431.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_02553.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15285.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_09583.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08587.jpg AutoLabeling new: Zebra_Cross
을지대_Night20211031_01848.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08015.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09588.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08539.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15329.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13592.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01448.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_02812.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13610.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_03646.jpg AutoLabeling new: Zebra_Cross
을지대_Night20211031_00253.jpg AutoLabeling new: Zebra_Cross
을지대_Night20211031_02369.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_18603.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15087.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_08923.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_03567.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09605.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_01270.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_01250.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_06776.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_06567.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_04440.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17456.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15274.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08064.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08062.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_05894.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_02548.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_04438.jpg AutoLabeling new: Zebra_Cross
을지대_Night20211031_01680.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15117.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_05895.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01112.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17424.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_06948.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_03884.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15080.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_04432.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15593.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09678.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_05470.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17379.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_07193.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15326.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15326.jpg AutoLabeling new: G_Signal
을지대_Night20211031_00369.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_03936.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17507.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_03914.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_04100.jpg AutoLabeling new: Zebra_Cross
을지대_Night20211031_00371.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_01265.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01449.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08019.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_08744.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_07161.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17402.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_04089.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01399.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_09290.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_18276.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_18275.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13549.jpg AutoLabeling new: Zebra_Cross
Confirm new box(yellow)?: [y,n]분당중앙공원_Day20211015_09852.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_04997.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13542.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_18584.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_14652.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_00034.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_05862.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_12145.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_18278.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_12131.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15025.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_00180.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_06938.jpg AutoLabeling new: Zebra_Cross
을지대_Night20211031_01241.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08063.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_02327.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_01187.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09694.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_05888.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09288.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_06935.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08446.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_17545.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09603.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_00210.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01109.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_03155.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211123_09095.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_04702.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_00385.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01425.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01377.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_04091.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_05864.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_03929.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_02341.jpg AutoLabeling new: Zebra_Cross
을지대_Night20211031_01887.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_04099.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_09897.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09595.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09652.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211026_21879.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_03080.jpg AutoLabeling new: Zebra_Cross
Confirm new box(yellow)?: [y,n]Manually Bbox overlap ignored: Zebra_Cross on GT: barricade
가천대_Day20211101_01268.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_09982.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15107.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_00371.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13015.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_06549.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_07214.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13599.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_09979.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_05132.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13574.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17411.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_12157.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08528.jpg AutoLabeling new: Zebra_Cross
분당중앙공원_Day20211015_07053.jpg AutoLabeling new: G_Signal
을지대_Day20211031_00249.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08458.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_03871.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17517.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_01257.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08048.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_00424.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15455.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_18604.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01065.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_02549.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_05867.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_17264.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_03066.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_02324.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_00402.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15058.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08576.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_15011.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_12130.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08488.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17434.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_00439.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_07219.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15315.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01384.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_00348.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_18589.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_19941.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_09292.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_00127.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15088.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_15012.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09193.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08537.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_00207.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_00479.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15591.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15456.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_00126.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_09899.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211125_02015.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09654.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_16204.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_05893.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_00706.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15260.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09673.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_01064.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09608.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_00033.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_04751.jpg AutoLabeling new: Zebra_Cross
을지대_Night20211031_01687.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_00196.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_04430.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09680.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_03061.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_03864.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15129.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_14271.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_07195.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08613.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15252.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_03569.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_02545.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_00698.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_04088.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_05884.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08481.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01366.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_04756.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15264.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08444.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_19447.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15295.jpg AutoLabeling new: Zebra_Cross
을지대_Night20211031_01233.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_10453.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_08469.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15095.jpg AutoLabeling new: Zebra_Cross
분당중앙공원_Day20211015_09853.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_19889.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_00389.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13621.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_00709.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_08866.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09591.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_03426.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_13548.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_01959.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_17689.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211125_01010.jpg AutoLabeling new: Zebra_Cross
을지대_Night20211031_01888.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15065.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17284.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_08930.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09571.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17349.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_01373.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_05592.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_01255.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15312.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_16215.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211031_03648.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_04120.jpg AutoLabeling new: R_Signal
성남예술_Night20211111_14654.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_08862.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_03201.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_18599.jpg AutoLabeling new: Zebra_Cross
분당중앙공원_Day20211015_10462.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_09993.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_16324.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_15310.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_18678.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_06544.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08516.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15073.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_11823.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08035.jpg AutoLabeling new: Zebra_Cross
가천대_Day20211101_03202.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15468.jpg AutoLabeling new: Zebra_Cross
을지대_Day20211124_15131.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_08463.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08569.jpg AutoLabeling new: Zebra_Cross
을지대_Night20211031_02362.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_09286.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_07167.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_03413.jpg AutoLabeling new: Zebra_Cross
폴리텍대학_Day20211124_19432.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_00401.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08593.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08527.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_00724.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211021_00370.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_03877.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211022_08500.jpg AutoLabeling new: Zebra_Cross
탄천_Day20211025_17474.jpg AutoLabeling new: Zebra_Cross
성남예술_Night20211111_08876.jpg AutoLabeling new: Zebra_Cross
Following bboxes are added: {'Zebra_Cross': 758, 'R_Signal': 5, 'G_Signal': 6}
